edad,tipo_empresa,peso_final,max_nivel_educ,agnos_educacion,estado_civil,ocupacion,relacion_jhogar,ciudadania,sexo,ganancia_cap,perdida_cap,hrs_sem,comuna,net60mn
36,serv publico municipal,101833,universitaria,13,separado-a,profesional c-especialidad,sin familia,chileno,hombre,0,0,40,Vitacura,0
37,empresa privada,82283,6toBasico,3,casado-a,otros servicios,esposo,extranjero,hombre,0,0,40,?,0
52,empresa privada,99602,educ media completa,9,separado-a,mantenedor-reparador,hijo-a,pueblo originario,mujer,0,0,40,Vitacura,0
28,empresa privada,213276,educ media completa,9,casado-a,ejecutivo gerencial,esposo,chileno,hombre,0,0,50,Vitacura,0
59,empresa privada,424468,educ media completa,9,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,0,40,?,0
30,empresa privada,176123,2doMedio,6,nunca casado-a,operador maquinaria-inspector,otro parentezco,extranjero,hombre,0,0,40,Valdivia,0
32,empresa privada,38797,tecnico no-univ,11,nunca casado-a,mantenedor-reparador,sin familia,chileno,hombre,0,0,40,Vitacura,0
30,empresa privada,101859,8voBasico,4,nunca casado-a,mantenedor-reparador,sin familia,chileno,hombre,0,0,50,Vitacura,0
53,empresa privada,87158,educ media completa,9,casado-a,mantenedor-reparador,esposo,pueblo originario,hombre,0,0,40,Vitacura,0
54,emprendedor,205066,2doMedio,6,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,0,36,Vitacura,0
26,empresa privada,56929,universitaria,13,nunca casado-a,ejecutivo gerencial,sin familia,pueblo originario,hombre,0,0,50,?,0
34,empresa privada,25322,universitaria,13,casado-pareja-ausente,operador maquinaria-inspector,sin familia,extranjero,hombre,0,2339,40,?,0
31,empresa privada,87950,tecnico no-univ,11,divorciado-a,ventas,sin familia,isleno,mujer,0,0,40,Vitacura,0
34,empresa privada,150154,educ media completa,9,nunca casado-a,administrativo,hijo-a,chileno,hombre,0,0,40,Vitacura,0
58,empresa privada,142076,educ media completa,9,divorciado-a,soporte tecnico,sin familia,chileno,hombre,4787,0,39,Vitacura,1
30,serv publico nacional,112139,educ media completa,9,casado-a,servicios seguridad,esposo,chileno,hombre,0,0,40,Vitacura,0
53,empresa privada,149217,educ media completa,9,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,0,40,La Serena,0
27,empresa privada,189974,univ incompleta,10,divorciado-a,administrativo,hijo-a,chileno,mujer,0,0,20,Vitacura,0
23,empresa privada,109199,6toBasico,3,casado-a,reponedor-aseador,esposo,chileno,hombre,0,0,40,Machali,0
24,empresa privada,190290,tecnico no-univ,11,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,0,45,Vitacura,0
36,empresa privada,189404,universitaria,13,casado-a,ventas,esposo,chileno,hombre,0,1977,35,Vitacura,1
33,serv publico regional,428271,educ media completa,9,divorciado-a,administrativo,soltero,pueblo originario,mujer,0,0,35,Vitacura,0
22,serv publico nacional,134192,univ incompleta,10,nunca casado-a,soporte tecnico,hijo-a,chileno,mujer,0,0,10,Vitacura,0
47,empresa privada,168211,educ media completa,9,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,0,44,Vitacura,0
34,empresa privada,277314,bachiller univ,12,casado-a,ventas,esposo,pueblo originario,hombre,0,1902,50,Vitacura,1
44,serv publico regional,316120,postitulo,15,divorciado-a,profesional c-especialidad,soltero,chileno,hombre,0,0,40,Vitacura,1
41,empresa privada,107276,tecnico no-univ,11,nunca casado-a,profesional c-especialidad,sin familia,chileno,mujer,0,0,45,Vitacura,0
45,?,112453,educ media completa,9,separado-a,?,sin familia,extranjero,hombre,0,0,4,Vitacura,0
24,empresa privada,346909,educ media completa,9,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,0,44,Machali,0
65,?,105017,universitaria,13,casado-a,?,esposo,chileno,hombre,0,0,40,Vitacura,0
45,empresa privada,317360,universitaria,13,divorciado-a,profesional c-especialidad,soltero,chileno,mujer,0,0,50,Vitacura,0
23,empresa privada,189017,universitaria,13,nunca casado-a,ventas,sin familia,chileno,hombre,0,0,55,Vitacura,0
54,empresa privada,138179,educ media completa,9,casado-a,operador maquinaria-inspector,esposo,chileno,hombre,0,0,40,Vitacura,0
40,empresa privada,299813,3roMedio,7,nunca casado-a,operador maquinaria-inspector,sin familia,chileno,mujer,0,0,37,Coquimbo,0
45,empresa privada,265083,6toBasico,3,divorciado-a,servicios privados p-hogar,soltero,chileno,mujer,0,0,35,Machali,0
50,empresa privada,185846,educ media completa,9,casado-a,ventas,esposo,chileno,hombre,0,0,40,Vitacura,0
40,empresa privada,184655,bachiller univ,12,nunca casado-a,otros servicios,otro parentezco,chileno,hombre,0,0,25,Vitacura,0
24,empresa privada,200295,univ incompleta,10,nunca casado-a,mantenedor-reparador,sin familia,chileno,hombre,0,0,40,Vitacura,0
42,empresa privada,117319,educ media completa,9,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,1672,40,Vitacura,0
50,empresa privada,63000,univ incompleta,10,casado-a,ventas,esposo,chileno,hombre,0,0,60,Vitacura,1
58,emprendedor,106942,univ incompleta,10,divorciado-a,mantenedor-reparador,soltero,chileno,hombre,0,0,40,Vitacura,0
47,empresa privada,52795,univ incompleta,10,casado-a,operador maquinaria-inspector,esposo,chileno,hombre,0,0,46,Vitacura,0
37,empresa privada,51264,doctorado,16,casado-a,profesional c-especialidad,esposo,chileno,hombre,0,0,99,Providencia,1
37,emprendedor,410919,educ media completa,9,nunca casado-a,mantenedor-reparador,hijo-a,chileno,hombre,0,0,35,Vitacura,0
22,empresa privada,105592,bachiller univ,12,nunca casado-a,chofer-mudanza,sin familia,chileno,hombre,0,0,45,Vitacura,0
29,emprendedor,183151,educ media completa,9,casado-a,chofer-mudanza,esposo,chileno,hombre,0,0,48,Vitacura,0
45,empresa privada,209912,universitaria,13,casado-a,ejecutivo gerencial,esposo,extranjero,hombre,0,0,40,Talca,1
49,emprendedor,275845,univ incompleta,10,casado-a,ejecutivo gerencial,esposo,chileno,hombre,0,0,60,Vitacura,0
44,serv publico municipal,241851,tecnico no-univ,11,casado-a,chofer-mudanza,esposo,chileno,hombre,4386,0,40,Vitacura,1
72,empresa privada,89299,educ media completa,9,divorciado-a,otros servicios,sin familia,chileno,mujer,0,0,16,Vitacura,0
63,emprendedor,106648,educ media completa,9,casado-a,otros servicios,esposo,chileno,hombre,0,0,12,Vitacura,0
26,empresa privada,58426,educ media completa,9,casado-a,profesional c-especialidad,esposo,chileno,hombre,0,0,50,Vitacura,0
58,emprendedor,121912,tecnico no-univ,11,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,0,42,Vitacura,0
40,empresa privada,170730,educ media completa,9,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,0,50,Vitacura,0
56,empresa privada,257555,univ incompleta,10,casado-a,ventas,esposo,chileno,hombre,0,0,40,Vitacura,0
55,emprendedor,51499,univ incompleta,10,casado-a,agricultor-pescador,esposo,chileno,hombre,0,0,72,Vitacura,0
28,empresa privada,195000,universitaria,13,nunca casado-a,ventas,otro parentezco,chileno,mujer,0,0,45,Vitacura,0
57,empresa privada,108741,educ media completa,9,casado-a,ejecutivo gerencial,esposa,chileno,mujer,0,0,40,Vitacura,0
37,empresa privada,184964,magister,14,divorciado-a,ejecutivo gerencial,sin familia,chileno,hombre,0,0,45,Vitacura,1
44,empresa privada,156815,educ media completa,9,divorciado-a,administrativo,sin familia,chileno,mujer,0,0,40,Vitacura,0
31,empresa privada,49325,educ media completa,9,casado-a,operador maquinaria-inspector,esposo,chileno,hombre,0,0,40,Vitacura,0
42,empresa privada,121718,univ incompleta,10,casado-a,administrativo,esposo,chileno,hombre,0,0,40,Lo Barnechea,0
18,empresa privada,172076,univ incompleta,10,nunca casado-a,otros servicios,hijo-a,chileno,mujer,0,0,25,Vitacura,0
57,emprendedor,327901,2doMedio,6,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,0,40,Vitacura,0
53,serv publico municipal,215990,univ incompleta,10,casado-a,otros servicios,esposo,chileno,hombre,0,0,35,Vitacura,0
38,empresa privada,210866,educ media completa,9,casado-a,ejecutivo gerencial,esposo,chileno,hombre,0,0,44,Vitacura,1
33,empresa privada,322873,educ media completa,9,divorciado-a,ventas,sin familia,chileno,mujer,0,0,50,Vitacura,0
42,empresa privada,265698,magister,14,divorciado-a,profesional c-especialidad,soltero,chileno,mujer,0,0,40,Vitacura,0
70,?,26990,educ media completa,9,casado-a,?,esposo,chileno,hombre,0,0,60,Vitacura,0
50,empresa privada,177896,educ media completa,9,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,0,50,Vitacura,0
50,empresa privada,189107,educ media completa,9,casado-a,operador maquinaria-inspector,esposo,chileno,hombre,0,0,40,Vitacura,0
28,empresa privada,306830,bachiller univ,12,casado-a,reponedor-aseador,esposo,chileno,hombre,0,0,40,Arica,0
72,serv publico regional,39110,3roMedio,7,divorciado-a,administrativo,sin familia,chileno,mujer,0,0,8,Copiapo,0
33,empresa privada,155475,educ media completa,9,casado-a,ventas,esposo,chileno,hombre,0,0,40,Vitacura,0
47,empresa privada,135803,educ media completa,9,casado-a,otros servicios,esposo,extranjero,hombre,0,0,25,La Union,0
48,empresa privada,117849,univ incompleta,10,casado-a,profesional c-especialidad,esposo,chileno,hombre,0,0,40,Vitacura,1
64,emprendedor,339321,universitaria,13,casado-a,profesional c-especialidad,esposo,chileno,hombre,0,0,24,Vitacura,1
19,empresa privada,318822,3roMedio,7,nunca casado-a,servicios privados p-hogar,sin familia,chileno,mujer,0,0,35,Vitacura,0
48,empresa privada,174794,tecnico no-univ,11,divorciado-a,administrativo,soltero,chileno,mujer,0,0,40,Vitacura,0
37,empresa privada,204277,educ media completa,9,casado-a,operador maquinaria-inspector,esposo,chileno,hombre,0,1848,48,Vitacura,1
55,empresa privada,182460,educ media completa,9,casado-a,mantenedor-reparador,esposo,chileno,hombre,15024,0,35,Vitacura,1
24,empresa privada,193920,magister,14,nunca casado-a,servicios privados p-hogar,sin familia,chileno,mujer,0,0,45,?,0
42,serv publico regional,91468,educ media completa,9,divorciado-a,administrativo,sin familia,chileno,mujer,0,0,40,Vitacura,0
43,empresa privada,106760,educ media completa,9,casado-a,administrativo,esposa,chileno,mujer,0,0,50,Copiapo,1
34,empresa privada,375680,bachiller univ,12,nunca casado-a,mantenedor-reparador,hijo-a,pueblo originario,mujer,0,0,40,Vitacura,0
55,empresario,222615,magister,14,casado-a,ejecutivo gerencial,esposo,chileno,hombre,0,0,60,Vitacura,0
22,empresa privada,190968,educ media completa,9,casado-a,otros servicios,esposo,chileno,hombre,0,0,40,Vitacura,0
39,empresa privada,76767,univ incompleta,10,divorciado-a,administrativo,sin familia,chileno,mujer,0,0,60,Vitacura,0
50,emprendedor,203098,universitaria,13,casado-a,ejecutivo gerencial,esposo,chileno,hombre,0,0,35,Vitacura,0
47,serv publico municipal,162187,univ incompleta,10,casado-a,chofer-mudanza,esposo,chileno,hombre,0,1887,40,Vitacura,1
25,empresa privada,242729,universitaria,13,nunca casado-a,ventas,hijo-a,chileno,mujer,0,0,20,Vitacura,0
52,empresa privada,253784,3roMedio,7,divorciado-a,otros servicios,soltero,chileno,mujer,0,0,20,Vitacura,0
30,empresa privada,206051,educ media completa,9,casado-a,chofer-mudanza,esposo,chileno,hombre,0,0,40,Vitacura,0
37,emprendedor,181553,educ media completa,9,divorciado-a,mantenedor-reparador,sin familia,chileno,hombre,0,0,50,Vitacura,0
73,empresario,80986,educ media completa,9,casado-a,ventas,esposo,chileno,hombre,0,0,20,Vitacura,0
50,empresa privada,200783,8voBasico,4,divorciado-a,mantenedor-reparador,sin familia,chileno,hombre,0,0,60,Vitacura,0
34,empresa privada,42596,univ incompleta,10,casado-a,ejecutivo gerencial,esposo,chileno,hombre,0,0,45,Vitacura,0
24,empresa privada,464502,bachiller univ,12,nunca casado-a,ventas,sin familia,pueblo originario,hombre,0,0,40,?,0
66,empresa privada,205724,univ incompleta,10,casado-a,ventas,esposo,chileno,hombre,0,0,24,Vitacura,1
22,empresa privada,446140,educ media completa,9,nunca casado-a,ventas,hijo-a,chileno,hombre,0,0,55,Vitacura,0
69,serv publico municipal,32287,2doMedio,6,casado-a,chofer-mudanza,esposo,chileno,hombre,0,0,25,Vitacura,0
23,empresa privada,56774,educ media completa,9,nunca casado-a,mantenedor-reparador,hijo-a,chileno,hombre,0,0,40,Vitacura,0
55,empresa privada,308118,universitaria,13,viudo-a,operador maquinaria-inspector,soltero,chileno,mujer,0,0,40,?,0
35,empresa privada,176279,univ incompleta,10,viudo-a,administrativo,soltero,chileno,mujer,0,0,30,Vitacura,0
20,empresa privada,103277,univ incompleta,10,nunca casado-a,administrativo,hijo-a,chileno,mujer,0,0,35,Vitacura,0
70,empresario,225780,univ incompleta,10,casado-a,ejecutivo gerencial,esposo,chileno,hombre,0,0,20,Vitacura,1
54,empresa privada,154728,tecnico no-univ,11,casado-a,soporte tecnico,esposo,chileno,hombre,7688,0,40,Vitacura,1
34,empresa privada,149943,educ media completa,9,nunca casado-a,otros servicios,sin familia,extranjero,hombre,0,0,40,Vina del Mar,0
38,serv publico nacional,22245,doctorado,16,casado-a,profesional c-especialidad,esposo,chileno,hombre,0,0,45,Vitacura,1
33,empresa privada,93056,8voBasico,4,divorciado-a,reponedor-aseador,hijo-a,chileno,hombre,0,0,40,Vitacura,0
43,empresa privada,270522,educ media completa,9,separado-a,otros servicios,sin familia,chileno,mujer,0,0,26,Vitacura,0
60,empresario,123218,univ incompleta,10,casado-a,ejecutivo gerencial,esposo,chileno,hombre,0,0,40,Vitacura,0
81,emprendedor,123959,universitaria,13,viudo-a,profesional c-especialidad,sin familia,chileno,mujer,0,1668,3,Rancagua,0
32,emprendedor,103642,educ media completa,9,casado-a,ejecutivo gerencial,esposo,chileno,hombre,0,0,55,Vitacura,0
34,empresa privada,157747,educ media completa,9,casado-a,chofer-mudanza,esposo,chileno,hombre,0,0,45,Vitacura,0
46,emprendedor,154083,magister,14,nunca casado-a,ejecutivo gerencial,sin familia,chileno,hombre,0,0,25,Vitacura,0
30,serv publico nacional,23037,univ incompleta,10,nunca casado-a,otros servicios,hijo-a,isleno,hombre,0,0,84,Vitacura,0
23,?,226891,educ media completa,9,nunca casado-a,?,otro parentezco,extranjero,mujer,0,0,20,Iquique,0
29,empresa privada,50028,univ incompleta,10,casado-a,otros servicios,esposo,chileno,hombre,0,0,40,Vitacura,0
51,empresa privada,138251,educ media completa,9,casado-a,chofer-mudanza,esposo,chileno,hombre,0,0,60,Vitacura,0
31,empresa privada,369825,8voBasico,4,nunca casado-a,reponedor-aseador,otro parentezco,chileno,hombre,0,0,25,Vitacura,0
36,serv publico regional,44364,educ media completa,9,nunca casado-a,administrativo,hijo-a,pueblo originario,mujer,0,0,36,Vitacura,0
23,empresa privada,230704,univ incompleta,10,nunca casado-a,reponedor-aseador,hijo-a,pueblo originario,hombre,0,0,22,Vitacura,0
35,empresa privada,42044,educ media completa,9,casado-a,operador maquinaria-inspector,esposo,chileno,hombre,0,0,30,Vitacura,0
28,serv publico municipal,56340,magister,14,nunca casado-a,profesional c-especialidad,sin familia,chileno,mujer,0,0,40,Vitacura,0
33,serv publico nacional,156015,universitaria,13,casado-a,ejecutivo gerencial,esposo,chileno,hombre,0,0,40,Vitacura,1
40,empresa privada,163434,univ incompleta,10,casado-a,reponedor-aseador,esposo,chileno,hombre,0,0,40,Vitacura,0
27,empresa privada,85251,univ incompleta,10,casado-a,chofer-mudanza,esposo,chileno,hombre,0,0,45,Vitacura,0
38,empresario,187411,educ media completa,9,casado-a,ejecutivo gerencial,esposo,chileno,hombre,0,0,40,Vitacura,1
47,empresa privada,155124,tecnico no-univ,11,divorciado-a,profesional c-especialidad,sin familia,chileno,mujer,0,1669,40,Vitacura,0
25,empresa privada,396633,univ incompleta,10,casado-a,administrativo,esposa,pueblo originario,mujer,0,0,56,Vitacura,1
45,empresa privada,182313,universitaria,13,casado-a,ejecutivo gerencial,esposo,chileno,hombre,7688,0,50,Vitacura,1
38,empresa privada,52596,univ incompleta,10,nunca casado-a,administrativo,hijo-a,pueblo originario,mujer,0,0,40,Vitacura,0
66,?,260111,univ incompleta,10,casado-a,?,esposo,chileno,hombre,0,0,40,Vitacura,1
65,serv publico municipal,143570,univ incompleta,10,nunca casado-a,profesional c-especialidad,sin familia,pueblo originario,mujer,0,0,40,Vitacura,0
30,empresa privada,160634,tecnico no-univ,11,nunca casado-a,mantenedor-reparador,hijo-a,chileno,hombre,0,0,40,Vitacura,1
54,empresa privada,29909,3roMedio,7,casado-a,otros servicios,esposa,chileno,mujer,0,0,43,Vitacura,0
49,empresa privada,94215,4toMedio,8,divorciado-a,operador maquinaria-inspector,sin familia,chileno,mujer,0,0,40,Vitacura,0
41,emprendedor,151990,tecnico no-univ,11,casado-a,profesional c-especialidad,esposa,chileno,mujer,0,0,15,Vitacura,1
48,serv publico regional,188081,educ media completa,9,casado-a,administrativo,esposo,chileno,hombre,0,0,40,Vitacura,1
23,empresa privada,218445,6toBasico,3,nunca casado-a,servicios privados p-hogar,soltero,chileno,mujer,0,0,12,Machali,0
77,empresa privada,235775,educ media completa,9,casado-a,otros servicios,esposo,chileno,hombre,0,0,25,Los Angeles,0
19,empresa privada,98605,univ incompleta,10,nunca casado-a,otros servicios,hijo-a,chileno,mujer,0,0,20,Vitacura,0
30,empresa privada,188398,educ media completa,9,casado-pareja-ausente,administrativo,sin familia,chileno,mujer,0,0,30,Vitacura,0
41,empresario,140365,universitaria,13,casado-a,ejecutivo gerencial,esposo,chileno,hombre,0,1902,55,Vitacura,1
35,empresa privada,202950,educ media completa,9,casado-a,ejecutivo gerencial,esposo,chileno,hombre,0,0,55,Puerto Varas,1
20,empresa privada,218215,univ incompleta,10,nunca casado-a,administrativo,hijo-a,chileno,mujer,0,0,40,Vitacura,0
66,empresario,197816,universitaria,13,casado-a,ejecutivo gerencial,esposo,chileno,hombre,10605,0,40,Vitacura,1
49,empresa privada,147002,educ media completa,9,nunca casado-a,mantenedor-reparador,soltero,chileno,mujer,0,0,40,La Serena,0
52,empresa privada,138497,universitaria,13,casado-a,ventas,esposo,chileno,hombre,0,0,45,Vitacura,1
24,empresa privada,57711,magister,14,casado-a,profesional c-especialidad,esposa,chileno,mujer,0,0,35,Vitacura,1
50,empresa privada,169925,educ media completa,9,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,0,15,Vitacura,0
22,empresa privada,72310,3roMedio,7,nunca casado-a,chofer-mudanza,sin familia,chileno,hombre,0,0,65,Vitacura,0
19,empresa privada,170800,univ incompleta,10,nunca casado-a,otros servicios,hijo-a,chileno,hombre,0,0,20,Vitacura,0
39,empresa privada,215095,3roMedio,7,nunca casado-a,profesional c-especialidad,soltero,chileno,mujer,0,0,30,La Serena,0
45,empresa privada,480717,universitaria,13,casado-a,otros servicios,esposo,extranjero,hombre,0,0,38,?,0
61,serv publico municipal,34632,universitaria,13,divorciado-a,otros servicios,sin familia,chileno,hombre,0,0,30,Vitacura,0
45,empresa privada,140664,bachiller univ,12,divorciado-a,chofer-mudanza,sin familia,chileno,hombre,0,0,55,Vitacura,0
36,serv publico municipal,177858,universitaria,13,casado-a,profesional c-especialidad,hijo-a,chileno,hombre,0,0,40,Vitacura,0
40,empresa privada,160369,magister,14,casado-a,ejecutivo gerencial,esposo,chileno,hombre,0,2415,45,Vitacura,1
38,empresa privada,129102,educ media completa,9,casado-a,ejecutivo gerencial,esposo,chileno,hombre,0,0,50,Vitacura,0
52,serv publico municipal,278522,univ incompleta,10,casado-a,chofer-mudanza,esposo,pueblo originario,hombre,0,0,40,Vitacura,0
29,serv publico regional,124953,tecnico no-univ,11,casado-a,soporte tecnico,esposo,chileno,hombre,0,0,42,Vitacura,1
33,empresa privada,63184,educ media completa,9,nunca casado-a,agricultor-pescador,sin familia,chileno,hombre,0,0,40,Vitacura,0
40,emprendedor,165815,univ incompleta,10,nunca casado-a,mantenedor-reparador,hijo-a,chileno,hombre,0,0,40,Vitacura,0
34,empresa privada,248584,educ media completa,9,nunca casado-a,mantenedor-reparador,sin familia,chileno,hombre,0,0,55,Vitacura,0
46,serv publico municipal,226871,universitaria,13,divorciado-a,servicios seguridad,sin familia,pueblo originario,hombre,0,0,50,Vitacura,1
44,empresa privada,267717,magister,14,casado-a,mantenedor-reparador,esposo,chileno,hombre,15024,0,45,Vitacura,1
19,empresa privada,60367,educ media completa,9,nunca casado-a,otros servicios,hijo-a,chileno,mujer,0,0,13,Vitacura,0
44,empresa privada,134120,educ media completa,9,casado-a,administrativo,esposa,chileno,mujer,0,0,40,Vitacura,1
40,empresa privada,95639,educ media completa,9,nunca casado-a,mantenedor-reparador,sin familia,isleno,hombre,0,0,40,Vitacura,0
20,empresa privada,132053,univ incompleta,10,nunca casado-a,profesional c-especialidad,hijo-a,chileno,mujer,0,0,2,Vitacura,0
24,empresa privada,138768,bachiller univ,12,nunca casado-a,reponedor-aseador,hijo-a,chileno,hombre,0,0,30,Vitacura,0
76,empresa privada,203910,educ media completa,9,viudo-a,otros servicios,sin familia,chileno,hombre,0,0,17,Vitacura,0
20,empresa privada,109952,educ media completa,9,casado-a,soporte tecnico,otro parentezco,chileno,hombre,0,0,40,Vitacura,0
33,empresa privada,155781,postitulo,15,nunca casado-a,profesional c-especialidad,sin familia,chileno,hombre,0,0,40,Vitacura,1
31,empresa privada,49398,univ incompleta,10,casado-a,soporte tecnico,esposo,chileno,hombre,0,0,40,Vitacura,0
33,empresa privada,159303,educ media completa,9,divorciado-a,otros servicios,soltero,chileno,mujer,0,0,40,Vitacura,0
19,empresa privada,248339,educ media completa,9,nunca casado-a,mantenedor-reparador,hijo-a,chileno,hombre,0,0,35,Vitacura,0
29,empresa privada,190539,universitaria,13,nunca casado-a,ejecutivo gerencial,sin familia,chileno,hombre,0,1590,50,Vitacura,0
30,empresa privada,183620,educ media completa,9,casado-a,ventas,esposo,chileno,hombre,0,0,45,Vitacura,0
48,empresa privada,25468,magister,14,divorciado-a,ejecutivo gerencial,sin familia,chileno,hombre,99999,0,50,Vitacura,1
42,empresa privada,201495,universitaria,13,casado-a,ejecutivo gerencial,esposo,chileno,hombre,0,0,40,Vitacura,0
37,empresa privada,52221,3roMedio,7,casado-a,chofer-mudanza,esposo,chileno,hombre,0,0,40,Vitacura,0
54,empresario,96460,educ media completa,9,casado-a,ejecutivo gerencial,esposo,chileno,hombre,7688,0,60,Vitacura,1
42,empresa privada,325353,bachiller univ,12,casado-a,administrativo,esposo,chileno,hombre,7688,0,42,Vitacura,1
28,emprendedor,176027,educ media completa,9,nunca casado-a,otros servicios,sin familia,chileno,mujer,0,0,28,Vitacura,0
42,serv publico municipal,266135,univ incompleta,10,casado-a,servicios seguridad,esposo,chileno,hombre,0,0,52,Vitacura,1
60,serv publico nacional,194252,magister,14,casado-a,ejecutivo gerencial,esposa,chileno,mujer,3103,0,40,Vitacura,1
76,?,164835,educ media completa,9,viudo-a,?,sin familia,chileno,mujer,0,0,25,Vitacura,0
21,empresa privada,363192,tecnico no-univ,11,nunca casado-a,otros servicios,hijo-a,chileno,mujer,0,0,40,Vitacura,0
29,empresa privada,31360,univ incompleta,10,nunca casado-a,agricultor-pescador,hijo-a,chileno,hombre,0,0,40,Vitacura,0
43,empresa privada,63503,universitaria,13,casado-a,profesional c-especialidad,esposo,chileno,hombre,0,0,40,Vitacura,1
44,empresa privada,157614,educ media completa,9,divorciado-a,ventas,hijo-a,chileno,hombre,0,0,38,Vitacura,0
45,empresa privada,160647,universitaria,13,divorciado-a,administrativo,soltero,chileno,mujer,4687,0,35,Vitacura,1
38,empresa privada,363395,univ incompleta,10,nunca casado-a,ventas,soltero,pueblo originario,mujer,0,0,40,Vitacura,0
28,empresa privada,338376,univ incompleta,10,casado-a,administrativo,esposo,chileno,hombre,0,0,50,Vitacura,1
29,empresa privada,87523,educ media completa,9,nunca casado-a,ventas,hijo-a,chileno,mujer,0,0,40,Vitacura,0
20,empresa privada,280714,univ incompleta,10,nunca casado-a,otros servicios,hijo-a,chileno,hombre,0,0,40,Vitacura,0
49,empresario,119565,magister,14,casado-a,ventas,esposo,chileno,hombre,0,0,40,Vitacura,1
36,serv publico municipal,171482,univ incompleta,10,casado-a,servicios seguridad,esposo,chileno,hombre,0,0,56,Vitacura,1
40,empresario,49249,universitaria,13,casado-a,ejecutivo gerencial,esposo,chileno,hombre,0,0,50,Vitacura,1
17,empresa privada,331552,4toMedio,8,nunca casado-a,administrativo,hijo-a,chileno,mujer,0,0,30,Vitacura,0
45,empresa privada,174426,educ media completa,9,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,0,40,Vitacura,0
42,empresa privada,184105,univ incompleta,10,nunca casado-a,agricultor-pescador,sin familia,chileno,hombre,0,0,28,Vitacura,0
29,empresa privada,37933,universitaria,13,nunca casado-a,ejecutivo gerencial,soltero,pueblo originario,mujer,0,0,40,Vitacura,0
57,emprendedor,291529,universitaria,13,casado-a,ejecutivo gerencial,esposo,chileno,hombre,4386,0,13,Vitacura,1
23,empresa privada,376416,universitaria,13,nunca casado-a,administrativo,sin familia,chileno,hombre,0,0,40,Vitacura,0
20,empresa privada,263612,univ incompleta,10,nunca casado-a,administrativo,hijo-a,pueblo originario,mujer,0,0,40,Castro,0
23,empresa privada,227471,educ media completa,9,nunca casado-a,reponedor-aseador,hijo-a,chileno,hombre,0,0,24,Vitacura,0
39,empresa privada,191103,educ media completa,9,nunca casado-a,otros servicios,sin familia,chileno,hombre,0,0,40,Vitacura,0
34,empresa privada,35644,univ incompleta,10,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,0,40,Vitacura,1
43,emprendedor,227298,universitaria,13,nunca casado-a,ventas,sin familia,chileno,hombre,0,0,45,Vitacura,0
25,serv publico nacional,187508,univ incompleta,10,nunca casado-a,reponedor-aseador,hijo-a,chileno,hombre,0,0,40,Vitacura,0
40,empresa privada,184378,univ incompleta,10,casado-a,ventas,esposo,chileno,hombre,0,0,60,La Serena,0
52,emprendedor,190333,educ media completa,9,divorciado-a,agricultor-pescador,sin familia,chileno,hombre,0,0,25,Vitacura,0
48,empresa privada,155372,educ media completa,9,viudo-a,operador maquinaria-inspector,soltero,chileno,mujer,0,0,36,Vitacura,0
37,empresa privada,259882,tecnico no-univ,11,nunca casado-a,ventas,soltero,pueblo originario,mujer,0,0,6,Vitacura,0
36,empresa privada,217077,educ media completa,9,casado-a,ventas,esposo,chileno,hombre,0,0,50,Vitacura,0
33,empresa privada,103596,tecnico no-univ,11,casado-a,chofer-mudanza,esposo,chileno,hombre,0,0,40,Vitacura,0
36,serv publico municipal,188236,educ media completa,9,casado-a,administrativo,esposa,chileno,mujer,0,0,40,Vitacura,1
24,empresa privada,353010,universitaria,13,nunca casado-a,administrativo,sin familia,chileno,hombre,0,0,10,Vitacura,0
42,serv publico municipal,70655,educ media completa,9,divorciado-a,agricultor-pescador,sin familia,chileno,hombre,0,0,40,Vitacura,0
35,empresario,64874,bachiller univ,12,nunca casado-a,ventas,hijo-a,chileno,hombre,0,0,40,Vitacura,0
40,serv publico regional,219240,educ media completa,9,divorciado-a,administrativo,soltero,chileno,mujer,0,0,22,Vitacura,0
50,empresario,104849,postitulo,15,casado-a,profesional c-especialidad,esposo,extranjero,hombre,0,0,40,Talca,0
40,empresa privada,173590,magister,14,casado-a,ejecutivo gerencial,esposo,chileno,hombre,0,0,50,Vitacura,1
22,empresa privada,412316,educ media completa,9,nunca casado-a,ventas,otro parentezco,pueblo originario,hombre,0,0,40,?,0
57,empresario,195835,educ media completa,9,casado-a,ejecutivo gerencial,esposo,chileno,hombre,0,0,40,Vitacura,0
51,serv publico municipal,170579,educ media completa,9,casado-a,chofer-mudanza,esposo,chileno,hombre,0,0,40,Vitacura,1
